"id";"nom";"code-barre";"prix";"categorie";"unite";"image"
"900";"ASPERGES SAF";"0493119000007";"8.82";"L";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiigBGYLjJAycDJrO1m9eysg8TBZGcKCV3e/T8KpeJpWjhgKkjaxkyGxjBXn9T+tZN9rEeo3Ec0Mjy2cxQW+FKg7sDPIB7sfoK48TiYwTit/wDM6KNByab2/wAjoLTXrO4jJkcQMPMO2Rh91MEtkcYwRWkjrIiujBlYZBB4IrzbW7QkXMYHnedavA2AAQWcdvp/Kt211Z4LPTLO3lBaOBWk3Lyyh9g9euG/SsaONb/iL+tP8y6mGtrFnX0UUV6RyBRRRQBka7CJrbZkhjgAj0yCf5Vw9lD9nkvbi6Z2g0u6Vk5GRhMkemAGzgetegX67yq9Mqa5S6tDJomtRKT+9kkAAHrboP5ivHxtOTq3X9aHfhqnLDl7mX4kkntPDMd8m5isltMwzgvukUYOPUuPyq9YGUWemGKXb5phZtqY3DcOMD8qt+IIT/ZtvaiNHkLW8YVmwCwdG6/8AJ/CjRY9z20IVtsU5K5GON5YfkD+lRCj+8S6/wDDFOd6dztaKKK9s84KKKKAKV6P3kRB5wf6VjBVFvfJkffBJxjquP6Vr6gcNEfTP9KxXciW+TBXMCydPQsD/SuKtbm/rsdFPYi1X59TsIzj/XM5HX7sT/1YVb0CDF1P12xnr6kgVXuCH1i3ORt8iUj8VWtXRIdqXEpA+eU4Pt/+v+VKjH97cdSVocprUUUV3HMFFFFAGNq12I5GGTiKMOePU/4Csm7kEWsKoxma2kQEnrhkP8m/nWhr2kz3EN29igae5tzE26TaN2CFP/jxz9BWBOlz9t0oyWszzWylJ9qkiP8AcsrNjHzAsFA+oNefXU+Z/gddJxsi9C2+5sOSfMhcEnudn/1jXTacALGLHfLfmSa423kuVm0xY7Wdtjy+cNv+rQq+M/iUAxXY6duFjGGVlPPDDBxn0rbDJ9TOu10LdFFFdRgf/9k="
"1261";"Curcuma Thailande SAF";"0493132000008";"35.11";"L";"kg";""
"1839";"COURGETTE RONDE SAF";"0493326000005";"5.23";"L";"kg";""
"1907";"TOMATE RONDE  SAF";"0493355000007";"3.52";"L";"kg";""
"1998";"TOMATE TORINO    SAF";"0493378000008";"6.16";"L";"kg";""
"2018";"COURGETTE JAUNE BIO SAF";"0493390000000";"5.85";"L";"kg";""
"21";"POIS CHICHES -VRAC";"0493173000005";"4.57";"V";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iimSSrDE0jnCqMk0APoqh/atsFBlcRliAik5LZ9hU4vbc4HmjJzweDwcfhUKpF7Mrll2LFFAOaKskKKKKAKmo3JtbRpBgHIUMei571z9zq8N/HLYCQSGIKZJYpVyCc4HXGeM/0roLq9ig+RgGY9QegHvXKapqFpcTCyc241Pz1dWWPcQigMGGD6ELyeprkxE7XSl8joox7orQ3UU2oHRrq0ea4SDfFczNtEqNhcq20c/MAQP8Kdokdlc2STM1umoXEKAyQBiBgYBTd2BJ4+ueaNVu7eOSyS+uR5byPtaJgGUgdSSOMg846HHPFZptNN0XX57meS5exvcSRxtL+6ExyHCqoG5iMNg+pIyenAnZ6/19x1brQ6Sx1W7s7i3ttQDbnXcZUcPGygDccHkYJHatODXI5bpkZAkQbaHY8/U+nbg84Oa4p7e2TxLI819fabc4EdqLkKsMidSFPUjc2MZB4HFWIdMtr69S7ka6g1byhHtwNrbWOG2nrzwG9MVvCtNe6v68jKVKD1Z6IrB13KQQehBzS1k6Mlxaaa0t+wjZv3hVsDYMD72OM+uKSy16C8uvJWMqpOFcnqewPoTXoc6subS5yOO9tSLW7VY9t2ksiM0iLJtUFSOmTnpxxn6VlXNnZ6lKlu/mLNaqZFWJlXZvB4zg4B2k9O2a7BlV0KMoZWGCCMgisGTwzEk08llN9m84qzKEzggbRg5z0rGrRbfNE0p1ElZmJbWcIt4tM1O0jmdcbZWYOSc8FWOGBGMZA6iqel3Emr2KTPM0DQS4XO1gzIWTewxnBOemD9M4rr3S20sQs6m4uiSI3fG5RgbsE/dXj8zVSy0OyluBeWrSW8fmsz26lSpPfnsM84rB4faKepqq3VrQ5+OD+3zaXTyLBfWUshjAVWRGztbJPJGRndwR1FN0+dtas7S+jEceFl2QO25nRhtVg+eCcBumCCM11CeE9KieTyY5Yo5N5aJJDsywIJA7dT0wKi0rwpDpi28ZupJ4bdQkaMij5QMKCcZOOPTpQ8JJ7sPbxsGjQRaroUkNxGz2UoChHbk+vIPTI7HqDVyw8P2GnTmaFHZ/4TI27Zxjj8B1OT71q0V2QpqMVHsc0pttvuFFFFaEmTqujDUZUlWfy3ACkFdwIBz7Ves7SOytlgjyQOST1J9asUVPKr83UfM7W6BRRRVCCiiigD/9k="
"23";"HARICOTS AZUKI";"0493175000003";"9.33";"V";"kg";""
"25";"LIN BRUN";"0493172000006";"5.63";"V";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiqt7qNnp0Xm3t1Fbx5xukYKKTaWrGk3oi1RXHX3jgwyGO004zMPm+ecL8ufvYAJxjucCubvviBrjoFihhjE4ZF8ldzKR/dYtjIPBJAAz7isJYqnE6IYWrLpY9VoryFvidfWFgNP2Pc3rSLBDclATnABBHAZh1LDK8/n0GnfEmKfxBFpl9bfZAVEUpkzlZ8nPtswBycc5oWJg7X0CWFqJNnfUVTstUsdSadbO6jnMD+XLsOdrYzirdbppq6Odpp2ZS1jUDpWkz3ohabyl3bF6mvHNb8QSa5rb/2g5sz5awxyRQeYFXcWKsisxYsccKG+7yB1r0zxdr11o1pGtnY3F1JLnJgTJRemQT8oPPUkAflXjrLZBhfrJe21kgIj8uVflxwCVQbSDtIJBPJAJxXDipXko30PRwUEouTXzL8qutraYmEkQn+W4cMFKof3ymPqELA46YJx9EisboW2ltfatPBZTW+7bCoV33jeYUHJIx8pJyMDJNVJY9EtdQ1WDfdrEqpFJZWkYXz127wBgAKMsMZPrwM1V1R18yPZ5l1c3ls0q2dhENnlkL5cZbIOwgE+pCjjmublSex13vpcz32yXLx3rWtwJXaWONFZI0iCbgwU5dsBBtBAGDnkkEVrTVRJNEIQf3UYlJkfYxJG7c5wQoVRk9QNwHYVZaxeOJ72dGuLnfHcXM1xcCMyJ1IbgjqRhcYwuevFOE1pLBO9xIhS3Yh1h37bhSyiKJdw3schzkklsZ4FVZNaahe250mkapq1rfRxLeBJvtAuwjFlW6bYWKttAAGFABOcnoOa9u069TUdMtb6NSqXMKTKD1AZQR/Ovniwgsrl7KT7GzSFxCLNfMVT+5Qs68/wN5mD2KHPWvWfhtqIl0u503ZOZLKUhpDJvhIJIURng4wucYwM9TmujDSalys48XBOPOkbfi+z1C/8PTW+m+YZnZdyxSCNmXPIDHgV4VqIurO5NlcyiS4aKezumncsgDbyNoH3jwnIGc8dq+kTXiHjXQdbvtUvddks7mMW13/AKIQFUGND8xO0hgCyoQeSRn1qsTTu1JE4Ora8GcdHb3OpXd5Fe3c0DX7CSV4reR9uN2S2UOzcWCgDgcZJNbl/dxjyTa2N0scF2m6BYgIFlKgAEYVmUqVI3Yxg81jNZSaTeaK2pC5ttSuI2kledyu7ALKhOc4Z9udxJGwY4q9PL5ly9jJHNDJat5Ukt1i6SDaHbf5qEEKCEXHTHIHBrmktTtTvuV9bs7mOyl8PPpttBNbI815LK42zSIwZmjUHJO0p94/d6cddG7afULa71xrG2hdrCSe2kEuXhLFwnllT8vLryME7BXPx3st1rEupSrJ580ahJ5oY5kM7SBT8rBg0YHzAtyOnem6lNE097bC9vRcz3JN1LcqAtyIiSCowpRMHIXb1UYJxV2tsRvuiXSbg2xn1eCWW4vbWRI0ZpHkMQKNvG1uHJ5U4OQO2a9x+HWgDTPDlpd3FrLb38qSb0k3KUVpGcKUJwuM9v61wHhbw/8A2la3/hmF7hmjMhm+0jNunOATGhBjc7iQc5IUgggZr223iEFvHEAoCKFAUYHAxxW9CF3zHLi52XIt+pLVe9srbUbOW0vIUmt5RteNxkMPerFFdZwJ21PLvF3wttZbaCTw9p0YnFwGKb1XapxklmzuAIyFOcEnHWsXQvh3q2pSSPdW0ulRagsklzN8vmrCzHy4FGflO05bgEbj3Ar2uisXQje50LEz5eVnl3iH4f3drpYh0a3k1ORrR4JDczjc7GMIGO4quAFXGMcrznrV3TfhhE0EFxqeqX8l2yr5qbYyoTbjycP5h29iNxBr0Sin7GF7i+sVOWyZjaBoX9hJdRJeSzxTzGZUkUDyyRggEduB9K2aKK0SsrIxbbd2f//Z"
"26";"TOURNESOL DECORTIQUE";"0493174000004";"8.32";"V";"kg";""
"32";"AMANDES DÉCORTIQUÉES *";"0493117000009";"17.63";"V";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iiigAooooAKKKKACiiigAoprMEUsxAAGSSeBXk3ijxI17rZjGpMtqs/kQ2sc4iZgAN8jDOcHJCk45HHvE5qK1NKVJ1HZHb3/jTTLF54ws00kK5OxcKT0ABPvxXDanrGo6lcG4muZVXDbFicqkY6KRg8kk9cE4Ga55LpUe7eZbn7OyA200v+pJLABieBwpJx0zj0qjLrL6jOdN028trmcDzCUbfbxHpl5BkE4AAVc5z2xXJOpOTt0PTpUaVPXdnd2njV0hmsRcSyrANzyqMtDvyY0cnpwMjnpwa29M8SnT7+2s9Um8tbnCxtO3ViMoAe5ODx1rya98O6xZ6RJZ2PiCaPz5JPtFvLAjeazbN7owAIOAFAbpggMOa0tAlu7sRLp0ojs4lDXAaY+WyAhSpJ3E9RgnkEk54o57NPm2F7LnUk42PeY5Y5ow8Tq6HoynIqSvI/BPiUwKbmWfz4ZpGU7MLnaWUZJO1icA5GB6HFerWtzHeW0dxCcxyKGU11U6nOvM8+tQdJ+TOH8W6zeXOsvoVhcmErEhmA2IZC+cDLZyMDt7jNeZ3Oo2drunvFJnXAE4VGZcBhg7cke/JOK9y1vw1p2vqhu0kSeMFUnhcxyKD1G4dvY8Vytx8H9EudwbVdZVWzlVnj7+5jz+tYzozlO7eh1UcVSpwUeXU8ptvE9lLINl45mTccpA7EfQqjbfw/GqGry291fR2ems8Wotk3Ek9u0alR3yQGYnPTGQR1A6+k6x4dk8OTzRwxT/YuGjuTC0kSxADMbbPuHjO7aOe9clfXMXiLyrLRpm1Sd5GfNvG7vGx/iHPykHPLYrGMHGdkn+h1SrKpDm5l+pUt7zx1phLWC2N1IR5WGLs0jYPY4DNjPBJ69M0nhjwusXhi21G6VrkSrHzcMxjYsSPLC52kKQ25SM5Hp16+X4QeImnUHXrOeILtJlSdNwx1ZVc5Iz/erqpfh3ePp1uieJ7pL5FxNL9mQwznJwxi7MAcbg2SByTWvsZ8rSsmc7xNLnUrto89t4kSaO00W2csX/f2cEHOxjgTKi8ArxuAA4bPXr7P4Ys57Dw9a29yWMoDM24YIyxOMfjWb4a8EwaDdPeTXK3d25P7wW6xAA9hgk/mTXV1rRpciu9+phicR7T3I/CtgooorY5AooooAKKKKACiiigD/9k="
"37";"BAIE DE GOJI VRAC BIO";"0493830000003";"24.84";"V";"kg";""
"22";"HARICOTS ROUGES ♥ (10Kg)";"0493170000008";"7.65";"V";"kg";""
"241";"NOISETTES DECORTIQUEES BIO";"0493794000002";"28.58";"V";"kg";""
"681";"POUDRE ECODETERGENTE ANTI-CALCAIRE VRAC ♥♥";"0493195000007";"11.75";"V";"kg";""
"1793";"AMANDES EFFILEES BIO";"0493318000006";"32.83";"V";"kg";""
"2007";"Corn flakes nature";"0493388000005";"6.75";"V";"kg";""
"1305";"♥JAMBON 12 MOIS X 4tr - Porc Noir";"0493178000000";"40.57";"A";"kg";""
"1306";"♥COPPA - Porc Noir";"0493179000009";"40.57";"A";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+sYxHHStms0FWUkDgUAVRHgcikAFWtoORuwABwaYLeQDOduf7wIoEQYzxTGWrf2Zzklk9uahkQxEAspDZ2sDkUAVHjzXTVzxOW564roaBhWSAFOc4z1rWrIkjde4KjkigDgviD4qurGGWy0+7NmqALcXSHa5YjIjRux5GSOecdq4/Qr/AFC1SR4Jp4JZBt3fapd0564yx+8COMc9ab4pKza7f209xtkGpSIkhB2qx+Yk4zjrtzjgCucXVtQtZlji+yROkq437H5HHJ5yO/45rB3Z6NOCUUkd3D408TxWsjtdXkEaLw1/ZK7A8YHCKz9emMn1rpvB3jJfFEEkVzbRQXtsB5rREiNwejAH5kPGCrfhkV44Li8EsrSalFDyxO23faxJ6L8vH6V0Hw7uZ7fxhbHbK8E0MkLyPyB8pYEHqQCvQ+ueOaqLdzOtTVm0e1gguSORgCugrnkIwcY/CuhrU4grB+1CV/nQMnp1OK3q57z7iGL5Iok44xQI8q8caYLPxYLqKSKNbz9+FZVZcrGA4IPbI5yecgV53NJFE2yOckIcYgclR9Ni/wA2zXqXxK1AxpEEtnkvPJG3y5QojVnJBOQTzsbp7V5ekur3crwQ28KSSkZcbYycn1chRk9wMmsXuehSk3BFmWCERhxbTM8gUjdwzDHJwzljyfbvXYfDPa/iF1mQjbbuYE5XYRjc2D1yDjrXDtbNlftd/BKQdp2OJSO33hx+RIrrvAdnNF4p024jtpo4CZFZ5jzgxsQB7Hg0XQVLuLuezR4CYHrXR1y0bYBU11NbHAFco9yCoGflTn611dcCXYx7B360AcH4zbUF8YRPYW8n2pYYZIpY03uRtIBGcgYJcfjXLXxvdCZLySQQ3DOWWNmQSxsSeqdQeDxjGK9h1XSLbVbMJPvUxL8ksTbXQcdOxGQMggj2rhP+Faact+Zbm9lutzb2UKVLc/xNk/jjr7Vk4O50QrJRscZBr+rapqkLRG0kkROYngiAkUdSy4AZvfrwMV6z4et7uXUpdSvIZII9zNFGVx1XaCR1HAxg+tOtLBNITy7WwghhByqrCvH444NW47t3fHlnJ7gYAp8mtzOVS+xtLJkk9K7CuFV9q8nnvXdVoZn/2Q=="
"1307";"♥JAMBON BLANC X 4 TR.- Porc Noir";"0493180000005";"24.31";"A";"kg";""
"1309";"♥BOUDIN NOIR  X2- Porc Noir";"0493182000003";"14.94";"A";"kg";"/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAAgGBgcGBQgHBwcJCQgKDBQNDAsLDBkSEw8UHRofHh0aHBwgJC4nICIsIxwcKDcpLDAxNDQ0Hyc5PTgyPC4zNDL/2wBDAQkJCQwLDBgNDRgyIRwhMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjIyMjL/wAARCABAAEADASIAAhEBAxEB/8QAHwAAAQUBAQEBAQEAAAAAAAAAAAECAwQFBgcICQoL/8QAtRAAAgEDAwIEAwUFBAQAAAF9AQIDAAQRBRIhMUEGE1FhByJxFDKBkaEII0KxwRVS0fAkM2JyggkKFhcYGRolJicoKSo0NTY3ODk6Q0RFRkdISUpTVFVWV1hZWmNkZWZnaGlqc3R1dnd4eXqDhIWGh4iJipKTlJWWl5iZmqKjpKWmp6ipqrKztLW2t7i5usLDxMXGx8jJytLT1NXW19jZ2uHi4+Tl5ufo6erx8vP09fb3+Pn6/8QAHwEAAwEBAQEBAQEBAQAAAAAAAAECAwQFBgcICQoL/8QAtREAAgECBAQDBAcFBAQAAQJ3AAECAxEEBSExBhJBUQdhcRMiMoEIFEKRobHBCSMzUvAVYnLRChYkNOEl8RcYGRomJygpKjU2Nzg5OkNERUZHSElKU1RVVldYWVpjZGVmZ2hpanN0dXZ3eHl6goOEhYaHiImKkpOUlZaXmJmaoqOkpaanqKmqsrO0tba3uLm6wsPExcbHyMnK0tPU1dbX2Nna4uPk5ebn6Onq8vP09fb3+Pn6/9oADAMBAAIRAxEAPwD3+iqEcagVYWPHVcUriuT0VGABT+lMYtFGaKACiiigCiJEV0BI+Y46VS1PxHpelMYbicvOOsMQ3sPr2H41O4ACuPvIcg14V4pU6Rrt7FqEkxjkleSFkUkMjEkHjv6/Ss27FQipPU9LvPiFHEziK1ww7SNzj14/xqH/AIWJKqZItm6n5kYYA/HmvKovEGjLAQGm8xFJG5R85zjHUY4zzTJfEdmQZWtC0aDjaVUgk9evI4FTeRryQR6/B8RxJGSLCOQg4ASfbn8CK2NK8aWGoukUsU1pKxwBJhlJ/wB4H+eK8Ig8SafGFeWG4VMnZjBxnkkjv9a3tGvrfWb61s7GUs80gQTOpAjJ4yQevANPmkg5Is9+opkKeVCkYdnCqBuY5JwOpPrT61MDMjKMPn6/pXifjaLVYvGt289o0SMw+zXBGY3jA4wR0PXI969vLs6bR8uRg057a1ljEU1tFMh7SIG5/GosOMrHz5uvDGBNaWMxCeYSVQ89gePSpV062WU4sbRRsHBAY5xnp+Ne13PhbQrxzu0+OM/9M2MePwHFVh4I0YsR5Mw4xxORkYwf0qbM09ojyny5iAkFtBhRhS8eSO4xx05qWM3slxGiB3k+Xy1RDknPOAP0r1eHwfokLr5VludTndJM7AfgTWxZada2O4W1tDDu6+WgGf60KIOqRaBHPFoVmlyjJME+ZW6jngH3xWjRRWqMijCMjrU4TI5qeilYQwJigpn2+lPoosMaq4p1FFMApCaWigD/2Q=="
"1310";"♥PATÉ ESPELETTE Tr.- Porc Noir";"0493183000002";"20.54";"A";"kg";""
